ip1,25819.018691588786,2762635
ip2,30824.0,339064
ip3,72209.0,72209
ip4,0.0,0
ip5,12550.0,25100
ip6,12550.0,100400
ip7,17620.0,70480
ip8,24088.875,192711
ip9,12550.0,12550
ip10,277.0,554
ip11,6518.5,13037
ip12,35950.90909090909,395460
ip13,77170.30769230769,5016070
ip14,33874.6,338746
ip15,1477.0,1477
ip16,95122.85826771654,12080603
ip17,113135.6,565678
ip18,6745.0,6745
ip19,111604.25,892834
ip20,2433547.0,2433547
ip21,303.5,607
ip22,12550.0,12550
ip23,16248.0,16248
ip24,12550.0,62750
ip25,12550.0,112950
ip26,0.0,0
ip27,13920.608695652174,960522
ip28,143.0,286
ip29,286.0,286
ip30,5057.375,40459
ip31,108932.97674418605,4684118
ip32,57503.10600706714,16273379
ip33,1363.1666666666667,8179
ip34,0.0,0
ip35,0.0,0
ip36,29793.666666666668,89381
ip37,16409.428571428572,689196
ip38,318.0,318
ip39,12550.0,50200
ip40,12550.0,62750
ip41,4964.4375,79431
ip42,6412.0,12824
ip43,6245.517241379311,362240
ip44,12550.0,25100
ip45,33874.6,338746
ip46,127.11111111111111,1144
ip47,7383.0,7383
ip48,24009.454545454544,264104
ip49,105424.0,105424
ip50,81083.0,81083
ip51,72090.0,72090
ip52,6412.0,12824
ip53,22814.0,22814
ip54,403.25,3226
ip55,22814.0,22814
ip56,5688.0,68256
ip57,81083.0,162166
ip58,6412.0,51296
ip59,1645.6666666666667,9874
ip60,12550.0,62750
ip61,81083.0,81083
ip62,80023.4,800234
ip63,33874.6,338746
ip64,321725.0,321725
ip65,308.0,308
ip66,81083.0,81083
ip67,3352.5,6705
ip68,29514.0,59028
ip69,31679.0,316790
ip70,36928.0,36928
ip71,14684.875,117479
ip72,81083.0,81083
ip73,27484.714285714286,192393
ip74,81083.0,81083
ip75,0.0,0
ip76,81083.0,81083
ip77,81083.0,81083
ip78,81083.0,81083
ip79,22814.0,22814
ip80,81083.0,81083
ip81,296.0,592
ip82,12550.0,12550
ip83,17620.0,70480
ip84,9622.454545454546,105847
ip85,81083.0,81083
ip86,5066.875,121605
ip87,31679.0,316790
ip88,81083.0,81083
ip89,19659.63157894737,373533
ip90,286.0,572
ip91,81083.0,81083
ip92,1847926.0,3695852
ip93,505197.5,2020790
ip94,277.0,554
ip95,8315.75,33263
ip96,12550.0,25100
ip97,12550.0,62750
ip98,2128.1666666666665,12769
ip99,12388.347826086956,284932
ip100,4166.4,41664
ip101,12550.0,163150
ip102,37107.0,37107
ip103,4234.1,42341
ip104,4628.5,27771
ip105,3882.75,15531
ip106,21574.666666666668,129448
ip107,31679.0,316790
ip108,1370.6666666666667,4112
ip109,12550.0,138050
ip110,25101.0,25101
ip111,81083.0,81083
ip112,304336.375,2434691
ip113,38496.0,38496
ip114,12550.0,62750
ip115,12550.0,50200
ip116,81083.0,81083
ip117,12550.0,12550
ip118,44679.27272727273,491472
ip119,114.4,572
ip120,54590.666666666664,327544
ip121,69181.0,69181
ip122,95.33333333333333,286
ip123,114.4,572
ip124,276.6666666666667,830
ip125,12550.0,62750
ip126,23198.505617977527,2064667
ip127,12550.0,12550
ip128,109969.29032258065,3409048
ip129,32582.0,390984
ip130,9829.5,19659
ip131,7207.0,14414
ip132,15413.0,61652
ip133,8586.0,17172
ip134,10571.4,52857
ip135,9335.0,28005
ip136,30824.0,339064
ip137,12550.0,12550
ip138,12550.0,50200
ip139,8429.0,33716
ip140,20993.64502164502,4849532
ip141,111604.25,446417
ip142,0.0,0
ip143,143.0,286
ip144,12550.0,12550
ip145,9074.5,18149
ip146,30824.0,339064
ip147,27818.083916083917,3977986
ip148,5164.666666666667,15494
ip149,338171.25,1352685
ip150,5057.375,40459
ip151,25572.375,409158
ip152,33874.6,338746
ip153,20734.166666666668,373215
ip154,143.0,286
ip155,31152.625,249221
ip156,12550.0,25100
ip157,12550.0,12550
ip158,10529.0,10529
ip159,12550.0,313750
ip160,33874.6,338746
ip161,6412.0,12824
ip162,294.0,294
ip163,145223.25,1742679
ip164,6877.0,20631
ip165,277.0,1108
ip166,0.0,0
ip167,12550.0,62750
ip168,26399.0,211192
ip169,4765.872727272727,262123
ip170,30824.0,339064
ip171,12550.0,37650
ip172,12550.0,50200
ip173,130482.0,130482
ip174,81083.0,81083
ip175,5285.0,26425
ip176,4166.4,41664
ip177,33874.6,338746
ip178,12550.0,12550
ip179,9829.5,19659
ip180,66908.5,133817
ip181,33874.6,338746
ip182,7583.0,22749
ip183,33874.6,338746
ip184,81083.0,81083
ip185,81083.0,81083
ip186,13600.0,13600
ip187,33068.666666666664,396824
ip188,92342.33333333333,277027
ip189,12550.0,50200
ip190,33874.6,338746
ip191,274.0,2466
ip192,12550.0,12550
ip193,81083.0,81083
ip194,300.5,601
ip195,12550.0,25100
ip196,12550.0,37650
ip197,33874.6,338746
ip198,33874.6,338746
ip199,30341.354838709678,940582
ip200,5852.037735849057,310158
ip201,276266.0,552532
ip202,311.0,622
ip203,30824.0,339064
ip204,0.0,0
ip205,21574.666666666668,129448
ip206,33874.6,338746
ip207,13377.0,13377
ip208,9829.5,19659
ip209,290.0,1160
ip210,33068.666666666664,396824
ip211,4971.0,14913
ip212,31679.0,316790
ip213,7383.0,7383
ip214,130482.0,130482
ip215,20084.0,40168
ip216,12550.0,50200
ip217,12550.0,62750
ip218,107712.0,107712
ip219,81083.0,81083
ip220,81083.0,81083
ip221,54055.333333333336,162166
ip222,1134786.5,2269573
ip223,12550.0,12550
ip224,22418.1,224181
ip225,2910.6666666666665,26196
ip226,31679.0,316790
ip227,81083.0,81083
ip228,81083.0,81083
ip229,6418.5,12837
ip230,8681.111111111111,78130
ip231,20084.0,80336
ip232,297.5,595
ip233,12550.0,37650
ip234,12550.0,25100
ip235,8462.0,50772
ip236,100235.0,100235
ip237,12550.0,12550
ip238,33874.6,338746
ip239,22730.8,454616
ip240,11715.0,11715
ip241,145738.25,582953
ip242,95.33333333333333,286
ip243,6412.0,102592
ip244,81083.0,81083
ip245,20734.166666666668,373215
ip246,81083.0,81083
ip247,2033.4,10167
ip248,106253.66666666667,318761
ip249,107609.75,430439
ip250,107609.75,430439
ip251,10050.666666666666,30152
ip252,10098.833333333334,60593
ip253,104535.25,418141
ip254,42217.333333333336,506608
ip255,0.0,0
ip256,117492.0,117492
ip257,12550.0,25100
ip258,15384.857142857143,107694
ip259,1370.6666666666667,4112
ip260,24368.052631578947,462993
ip261,286.0,286
ip262,85179.83333333333,511079
ip263,5694994.0,5694994
ip264,3619.75,14479
ip265,30824.0,339064
ip266,4633.333333333333,13900
ip267,9315.285714285714,65207
ip268,81083.0,81083
ip269,9829.5,19659
ip270,33874.6,338746
ip271,12550.0,12550
ip272,109331.0,109331
ip273,1370.6666666666667,8224
ip274,81083.0,81083
ip275,12550.0,25100
ip276,21174.8,211748
ip277,6315.25,25261
ip278,33874.6,338746
ip279,12550.0,37650
ip280,12550.0,25100
ip281,90222.33333333333,270667
ip282,59295.0,59295
ip283,4166.4,41664
ip284,294.5,589
ip285,17750.353846153845,1153773
ip286,38496.0,38496
ip287,30824.0,339064
ip288,33874.6,338746
ip289,26892.076923076922,349597
ip290,24500.0,49000
ip291,12550.0,12550
ip292,13456.5,53826
ip293,4202.0,16808
ip294,111376.0,111376
ip295,4166.4,41664
ip296,1817.0,3634
ip297,9880.5,19761
ip298,1460.5,2921
ip299,1593.0,1593
ip300,12550.0,12550
ip301,26759.5,428152
ip302,25667.966666666667,770039
ip303,72090.0,72090
ip304,7317.5,14635
ip305,65855.0,65855
ip306,41322.0,123966
ip307,33874.6,338746
ip308,38496.0,38496
ip309,110095.0,110095
ip310,30824.0,339064
ip311,12550.0,37650
ip312,12550.0,25100
ip313,318.0,318
ip314,143.0,286
ip315,7383.0,7383
ip316,0.0,0
ip317,33874.6,338746
ip318,0.0,0
ip319,12550.0,50200
ip320,110095.0,110095
ip321,26588.777777777777,239299
ip322,8599.0,8599
ip323,0.0,0
ip324,30658.0,30658
ip325,24432.935483870966,757421
ip326,43251.333333333336,129754
ip327,17620.0,70480
ip328,143.0,286
ip329,318.0,318
ip330,12550.0,12550
ip331,30824.0,339064
ip332,33874.6,338746
ip333,26362.6875,421803
ip334,12550.0,25100
ip335,116478.40816326531,5707442
ip336,6271.0,6271
ip337,89907.5,179815
ip338,2680.5,10722
ip339,12910.4,64552
ip340,33874.6,338746
ip341,12550.0,50200
ip342,106253.66666666667,637522
ip343,12550.0,62750
ip344,293.0,293
ip345,0.0,0
ip346,65855.0,65855
ip347,298.0,1192
ip348,4367.0,13101
ip349,306.5,613
ip350,30824.0,339064
ip351,17100.0,34200
ip352,109181.33333333333,327544
ip353,117772.0,235544
ip354,6412.0,12824
ip355,25268.5,50537
ip356,9324.57142857143,65272
ip357,33874.6,338746
ip358,7601.5,15203
ip359,20166.47619047619,423496
ip360,12550.0,12550
ip361,116900.0,116900
ip362,9550.333333333334,57302
ip363,0.0,0
ip364,4367.0,13101
ip365,30824.0,339064
ip366,210.0,630
ip367,138672.61538461538,1802744
ip368,30824.0,339064
ip369,31025.666666666668,93077
ip370,17997.0,17997
ip371,22814.0,22814
ip372,33874.6,338746
ip373,6553.0,19659
ip374,0.0,0
ip375,12550.0,12550
ip376,106402.14285714286,744815
ip377,33068.666666666664,396824
ip378,31679.0,316790
ip379,21978.85714285714,153852
ip380,143.0,286
ip381,202.0,606
ip382,143.0,286
ip383,20734.166666666668,373215
ip384,274.5,549
ip385,286.0,286
ip386,7746.25,30985
ip387,12550.0,12550
ip388,109331.0,109331
ip389,12550.0,12550
ip390,72090.0,72090
ip391,304.5,609
ip392,99989.3125,1599829
ip393,4706.5,18826
ip394,20519.725806451614,2544446
ip395,33874.6,338746
ip396,286.0,286
ip397,31211.714285714286,218482
ip398,23297.0,23297
ip399,0.0,0
ip400,30824.0,339064
ip401,95.33333333333333,286
ip402,10781.833333333334,64691
ip403,33874.6,338746
ip404,33874.6,338746
ip405,117492.0,117492
ip406,13112.714285714286,91789
ip407,1584.6666666666667,9508
ip408,12550.0,12550
ip409,57737.0,115474
ip410,4922.0,4922
ip411,91446.13333333333,1371692
ip412,314.0,314
ip413,314.0,314
ip414,314.0,314
ip415,13456.5,26913
ip416,119876.16666666667,1438514
ip417,0.0,0
ip418,31510.23076923077,409633
ip419,41828.0,41828
ip420,27738.5,55477
ip421,41437.0,41437
ip422,2604.0,5208
ip423,26941.9375,431071
ip424,11452.272727272728,125975
ip425,30824.0,339064
ip426,19222.5,76890
ip427,30824.0,339064
ip428,12550.0,12550
ip429,37505.0,37505
ip430,25895.066666666666,388426
ip431,11452.272727272728,125975
ip432,31679.0,316790
ip433,81083.0,81083
ip434,136885.92857142858,1916403
ip435,116900.0,116900
ip436,3529.0,74109
ip437,143.0,286
ip438,4452.333333333333,40071
ip439,6683.5,13367
ip440,25332.333333333332,75997
ip441,318.0,318
ip442,33874.6,338746
ip443,17262.733333333334,258941
ip444,71838.93333333333,1077584
ip445,6745.0,6745
ip446,20084.0,40168
ip447,8599.0,8599
ip448,95.33333333333333,286
ip449,18723.82608695652,2153240
ip450,22721.536585365855,931583
ip451,13821.631578947368,262611
ip452,12550.0,12550
ip453,91538.0,91538
ip454,225.0,900
ip455,654854.0,654854
ip456,0.0,0
ip457,117988.6,589943
ip458,26669.11111111111,240022
ip459,286.0,286
ip460,81083.0,81083
ip461,5072.375,121737
ip462,7317.5,14635
ip463,7383.0,14766
ip464,30824.0,339064
ip465,4367.0,13101
ip466,153428.0,306856
ip467,143.0,286
ip468,395471.0,1186413
ip469,29093.53846153846,378216
ip470,36647.4,916185
ip471,38496.0,38496
ip472,17620.0,70480
ip473,3795.3333333333335,11386
ip474,9795.58,489779
ip475,12550.0,12550
ip476,312.0,312
ip477,13600.0,13600
ip478,41431.0,41431
ip479,20796.08695652174,478310
ip480,238.2,1191
ip481,11452.272727272728,125975
ip482,612.8,3064
ip483,33874.6,338746
ip484,13596.0,13596
ip485,26973.944444444445,485531
ip486,16635.0,465780
ip487,3564.0,3564
ip488,20734.166666666668,373215
ip489,4331.5,8663
ip490,7339.333333333333,22018
ip491,1370.6666666666667,4112
ip492,22108.0,22108
ip493,0.0,0
ip494,0.0,0
ip495,303.5,607
ip496,12550.0,125500
ip497,14528.653846153846,377745
ip498,2834.5,5669
ip499,4594.0,41346
ip500,121229.2,606146
ip501,12550.0,37650
ip502,16401.2,164012
ip503,69181.0,69181
ip504,26513.70588235294,450733
ip505,41437.0,41437
ip506,12550.0,12550
ip507,13596.0,13596
ip508,299.0,598
ip509,40416.0,40416
ip510,2117.5,8470
ip511,12550.0,12550
ip512,33874.6,338746
ip513,12550.0,12550
ip514,29093.53846153846,378216
ip515,13523.9,270478
ip516,26719.235294117647,454227
ip517,9016.0,9016
ip518,3924.0,15696
ip519,0.0,0
ip520,31679.0,316790
ip521,12550.0,12550
ip522,3477.6666666666665,10433
ip523,244.4,1222
ip524,33874.6,338746
ip525,101120.6,505603
ip526,286.0,286
ip527,150202.16666666666,1802426
ip528,33874.6,338746
